0    INFO   Forking Pnode pnode3...
2    INFO   RINAConfig: configuration file: pnode3.properties loaded
7    INFO   RINAConfig: IPCName: pnode3
7    INFO   RINAConfig: The name of the DIF that is going to join  is: DIF1
7    INFO   RINAConfig: User name is: BU
7    INFO   RINAConfig: Pass word is: BU
8    INFO   RINAConfig: IDD name is: idd
9    INFO   RINAConfig: DNSName: localhost
9    INFO   RINAConfig: DNSPort: 21111
9    INFO   RINAConfig: TCPPort: 21113
42   INFO   TCPFlowManager: Registration to DNS finished
5045 INFO   RINAConfig: name of neihbour 1 is idd
37150 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
37151 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
37152 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
39153 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
39154 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
39154 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
41156 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
41157 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
41157 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
43161 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
43162 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
43162 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
45164 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
45165 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
45165 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
47168 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
47168 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
47168 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
49170 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
49170 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
49170 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
51173 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
51174 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
51174 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
53176 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
53177 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
53177 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
55180 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
55181 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
55181 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
57183 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
57184 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
57184 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
59188 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
59189 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
59189 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
61193 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
61193 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
61193 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
63193 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
63194 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
63194 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
65197 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
65197 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
65198 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
67200 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
67201 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
67201 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
69204 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
69205 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
69205 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
71207 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
71208 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
71208 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
73210 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
73210 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
73211 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
75215 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
75215 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
75215 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
77217 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
77218 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
77218 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
79223 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
79223 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
79223 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
81225 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
81225 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
81225 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
83228 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
83228 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
83228 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
85230 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
85231 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
85231 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
87234 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
87235 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
87235 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
89238 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
89238 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
89239 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
91241 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
91242 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
91242 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
93245 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
93246 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
93246 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
95247 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
95248 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
95248 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
97251 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
97251 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
97251 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
99253 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
99254 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
99254 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
101257 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
101258 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
101258 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
103261 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
103262 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
103262 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
105265 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
105265 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
105265 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
107267 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
107268 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
107268 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
109271 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
109271 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
109271 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
111274 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
111274 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
111274 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
113276 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
113277 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
113277 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
115281 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
115281 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
115282 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
117283 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
117284 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
117284 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
119287 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
119287 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
119288 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
121291 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
121291 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
121291 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
123294 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
123294 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
123295 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
125297 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
125297 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
125298 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
127300 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
127301 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
127301 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
129306 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
129306 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
129307 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
131308 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
131309 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
131309 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
133311 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
133312 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
133312 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
135314 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
135314 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
135314 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
137318 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
137318 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
137318 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
139320 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
139321 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
139321 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
141326 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
141326 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
141326 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
143327 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
143328 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
143328 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
145331 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
145331 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
145331 INFO   RIBDaemon(pnode3): appsReachable(freq: 2)M_READ_R received
147332 INFO   IPCProcess(pnode3): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
147333 INFO   RIBDaemon(pnode3): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
