0    INFO   Forking Pnode pnode2...
3    INFO   RINAConfig: configuration file: pnode2.properties loaded
7    INFO   RINAConfig: IPCName: pnode2
8    INFO   RINAConfig: The name of the DIF that is going to join  is: DIF1
8    INFO   RINAConfig: User name is: BU
8    INFO   RINAConfig: Pass word is: BU
8    INFO   RINAConfig: IDD name is: idd
9    INFO   RINAConfig: DNSName: localhost
9    INFO   RINAConfig: DNSPort: 21111
9    INFO   RINAConfig: TCPPort: 21115
52   INFO   TCPFlowManager: Registration to DNS finished
0    INFO   Forking Pnode pnode2...
2    INFO   RINAConfig: configuration file: pnode2.properties loaded
7    INFO   RINAConfig: IPCName: pnode2
7    INFO   RINAConfig: The name of the DIF that is going to join  is: DIF1
7    INFO   RINAConfig: User name is: BU
8    INFO   RINAConfig: Pass word is: BU
8    INFO   RINAConfig: IDD name is: idd
9    INFO   RINAConfig: DNSName: localhost
9    INFO   RINAConfig: DNSPort: 21111
9    INFO   RINAConfig: TCPPort: 21116
43   INFO   TCPFlowManager: Registration to DNS finished
5046 INFO   RINAConfig: name of neihbour 1 is idd
14819 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
14820 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
14820 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
16821 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
16822 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
16822 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
18824 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
18824 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
18824 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
20826 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
20827 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
20827 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
22828 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
22829 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
22829 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
24831 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
24831 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
24831 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
26833 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
26833 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
26833 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
28835 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
28836 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
28836 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
30838 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
30838 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
30839 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
32840 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
32841 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
32841 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
34843 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
34843 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
34843 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
36845 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
36845 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
36845 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
38322 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_WRITE and src is InPManagerIPC and objclass is DIFMemberList, objName is DIFMemberList
38323 INFO   IPC Process pnode2 of DIFDIF1: Current memberList is [InPManagerIPC, pnode1, pnode2, pnode3]
38323 INFO   TCPFlowManager: flow allocated before.
38323 INFO   IPC Process pnode2 of DIF DIF1: M_WRITE_R(OK) to NMS InPManagerIPC sent
38323 INFO   IPC Process: new member has joined DIF DIF1 and the current member are [InPManagerIPC, pnode1, pnode2, pnode3]
38847 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
38848 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
38848 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
40850 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
40850 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
40851 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
42853 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
42854 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
42854 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
44856 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
44856 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
44856 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
46859 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
46859 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
46859 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
48862 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
48863 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
48863 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
50865 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
50866 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
50866 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
52869 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
52869 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
52869 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
54867 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_WRITE and src is InPManagerIPC and objclass is DIFMemberList, objName is DIFMemberList
54867 INFO   IPC Process pnode2 of DIFDIF1: Current memberList is [InPManagerIPC, pnode1, pnode2, pnode3, sp]
54867 INFO   TCPFlowManager: flow allocated before.
54868 INFO   IPC Process pnode2 of DIF DIF1: M_WRITE_R(OK) to NMS InPManagerIPC sent
54868 INFO   IPC Process: new member has joined DIF DIF1 and the current member are [InPManagerIPC, pnode1, pnode2, pnode3, sp]
54873 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is PubSub, objName is InPManagerIPC
54874 INFO   RIBDaemon(pnode2): opcode is M_READ_R objClass is PubSub received from InPManagerIPC
54874 INFO   RIBDaemon(pnode2): appsReachable(freq: 2)M_READ_R received
55277 INFO   Application Process(pnode2): cdapMessage received, 
 opcode is M_CREATE
 src is pnode1
 objclass is flow
 objName is pnode1
55277 INFO   IRM: CDAP opcode is  M_CREATE
55277 INFO   IRM: objectClass is flow
55277 INFO   IRM: objectName is pnode1
55278 INFO   IRM: M_CREATE received
55278 INFO   IRM(pnode2): M_CREATE(flow) received
55278 DEBUG  FlowAllocatorImpl::resolveUpperDIFIPC: CDAP M_READ sent, appName is pnode1, NMS name is InPManagerIPC
55280 INFO   IPCProcess(pnode2): cdapMessage received, and opcode is M_READ_R and src is InPManagerIPC and objclass is resolveApp, objName is pnode1
55281 INFO   IPC Process : M_READ_R(OK) received from  NMS. App   pnode1 is resloved to IPC pnode1 and well know port is  8655
55281 INFO   Flow Allocator:M_CREATE_R(flow accepted) sent back,  flow accepted successful between srcIPC pnode2(portID:9774) and dstIPC pnode1(portID:19)
55281 INFO   IRM: incoming flow created with handlID 7605,underlyingIPC ispnode2, portID is 9774
55287 INFO   Application Process(pnode2): cdapMessage received, 
 opcode is M_WRITE
 src is pnode1
 objclass is bid
 objName is first bid
55288 INFO   ======= Pnode::handleAppCDAPmessage pnode2 ObjClass: bid
55289 INFO   ======= Pnode::handleAppCDAPmessage pnode2 ObjName:  first bid
55289 INFO   ======= Pnode::handleAppCDAPmessage pnode2 SrcAEName: pnode1
55306 INFO   Pnode::handleBidMessage: first Bid Message received by: pnode1
55314 INFO   Iteration t = 1 for slice: 7642008
55314 INFO   CADlog: pNode pnode2 BIDDING PHASE started  
 for sliceName: sliceFromEventFile3 
 slice topology: FULL 
 slice id: 7642008
55368 DEBUG  requested vNodeList : [vNodeId: 1
vNodeCapacity: 10
, vNodeId: 2
vNodeCapacity: 10
, vNodeId: 3
vNodeCapacity: 10
, vNodeId: 4
vNodeCapacity: 10
, vNodeId: 5
vNodeCapacity: 10
, vNodeId: 6
vNodeCapacity: 10
, vNodeId: 7
vNodeCapacity: 10
]
55368 DEBUG  NodeBiddingImpl::nodeBidding: bidisNeeded BEFORE (should be true): true
55368 DEBUG  NodeBiddingImpl::nodeBidding:sliceRequested.getVirtualnodeCount(): 7
55368 DEBUG  NodeBiddingImpl::biddingIsNeeded: _bidVectorMap.get(sliceID).size(): 7
55368 DEBUG  NodeBiddingImpl::biddingIsNeeded: get_allocationPolicy(): sad
55368 DEBUG  NodeBiddingImpl::biddingIsNeeded: sliceRequested.getVirtualnodeList().size(): 7
55368 DEBUG  NodeBiddingImpl::biddingIsNeeded: _bidVectorMap.get(sliceID).size(): 7
55368 DEBUG  NodeBiddingImpl::biddingIsNeeded: currentBids: 0
55369 DEBUG  NodeBiddingImpl::biddingIsNeeded: sliceRequested.getVirtualnodeList().size(): 7
55369 DEBUG  NodeBiddingImpl::biddingIsNeeded: vnode: vNodeId: 1
vNodeCapacity: 10
tempCapacity: 10
55369 DEBUG  NodeBiddingImpl::biddingIsNeeded: get_nodeStressBeforeThisSliceRequest(): 0.01
55369 DEBUG  NodeBiddingImpl::biddingIsNeeded: get_targetNodeCapacity: 100.0
55369 DEBUG  NodeBiddingImpl::nodeBidding: bidisNeeded AFTER: true
55369 DEBUG  NodeBiddingImpl::nodeBidding: m BEFORE overbidAttempt: []
55370 DEBUG  NodeBiddingImpl::overbidAttempt: START ======================
55370 DEBUG  PnodeUtil::computeUtility: this.utility: residual_node_capacity
55370 DEBUG  Pnode::computeUtility1: currentCapacity_S :0.01
55370 DEBUG  Pnode::computeUtility1: vnodeCapacity :10.0
55370 DEBUG  Pnode::computeUtility1: utility = (T - currentCapacity_S)/T  = 0.999000999000999
55370 DEBUG  NodeBiddingImpl::overbidAttempt: trying to bid on vnode with id: 0
55370 DEBUG  NodeBiddingImpl::overbidAttempt: b_ij: 0.0
55370 DEBUG  hij: 0.999000999000999
55371 DEBUG  NodeBiddingImpl::overbidAttempt END: bid is possible ======================
55371 DEBUG  NodeBiddingImpl::nodeBidding: existsJ AFTER overbidAttempt : true
55371 DEBUG  NodeBiddingImpl::nodeBidding: BEFORE BIDDING eta : -1
55372 DEBUG  NodeBiddingImpl::nodeBidding: BEFORE BIDDING Uij : 4.9E-324
55372 DEBUG  NodeBiddingImpl::computeEta: START ====================
55372 DEBUG  NodeBiddingImpl::computeEta: m: []
55372 DEBUG  NodeBiddingImpl::computeEta: m.size: 0
55372 DEBUG  NodeBiddingImpl::computeEta: b: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
55372 DEBUG  NodeBiddingImpl::computeEta: b.size: 7
55372 DEBUG  NodeBiddingImpl::computeEta: FINAL vNodesToExclude: []
55372 DEBUG  Pnode::computeUtility1 with m: m is empty
55373 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55373 DEBUG  Pnode::computeUtility1 with m: utility = 0.8998999999999999
55373 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.8998999999999999
55373 DEBUG  Pnode::computeUtility1 with m: m is empty
55373 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55373 DEBUG  Pnode::computeUtility1 with m: utility = 0.8998999999999999
55373 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.8998999999999999
55373 DEBUG  Pnode::computeUtility1 with m: m is empty
55373 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55374 DEBUG  Pnode::computeUtility1 with m: utility = 0.8998999999999999
55374 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.8998999999999999
55374 DEBUG  Pnode::computeUtility1 with m: m is empty
55374 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55374 DEBUG  Pnode::computeUtility1 with m: utility = 0.8998999999999999
55374 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.8998999999999999
55374 DEBUG  Pnode::computeUtility1 with m: m is empty
55374 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55375 DEBUG  Pnode::computeUtility1 with m: utility = 0.8998999999999999
55375 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.8998999999999999
55375 DEBUG  Pnode::computeUtility1 with m: m is empty
55375 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55375 DEBUG  Pnode::computeUtility1 with m: utility = 0.8998999999999999
55375 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.8998999999999999
55375 DEBUG  Pnode::computeUtility1 with m: m is empty
55375 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55376 DEBUG  Pnode::computeUtility1 with m: utility = 0.8998999999999999
55376 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.8998999999999999
55376 INFO   NodeBiddingImpl::computeEta: pnode2 eta: 0 for sliceID: 7642008
55376 INFO   NodeBiddingImpl::computeEta: pnode2 Uij: 0.8998999999999999 for sliceID: 7642008
55376 DEBUG  NodeBiddingImpl::computeEta: END ====================
55376 DEBUG  NodeBiddingImpl::nodeBidding: AFTER BIDDING eta : 0
55376 DEBUG  NodeBiddingImpl::nodeBidding: AFTER BIDDING Uij : 0.8998999999999999
55376 DEBUG  NodeBiddingImpl::nodeBidding: newRequestedVnodeCapacity = 10
55377 DEBUG  NodeBiddingImpl::nodeBidding: get_nodeCapacity()= 0.01
55377 DEBUG  NodeBiddingImpl::nodeBidding: get_nodeStressBeforeThisSliceRequest() = 10.01
55377 DEBUG  NodeBiddingImpl::nodeBidding: m AFTER compute eta: [0]
55377 DEBUG  NodeBiddingImpl::nodeBidding: _mMap AFTER compute eta: {7642008=[0]}
55377 DEBUG  NodeBiddingImpl::nodeBidding: b AFTER compute eta: [0.8998999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
55377 DEBUG  NodeBiddingImpl::nodeBidding: _bidVectorMap AFTER compute eta: {7642008=[0.8998999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}
55377 DEBUG  NodeBiddingImpl::nodeBidding: a AFTER compute eta: {0=pnode2}
55378 DEBUG  NodeBiddingImpl::nodeBidding: _allocationVectorMap AFTER compute eta: {7642008={0=pnode2}}
55378 DEBUG  NodeBiddingImpl::biddingIsNeeded: _bidVectorMap.get(sliceID).size(): 7
55378 DEBUG  NodeBiddingImpl::biddingIsNeeded: get_allocationPolicy(): sad
55378 DEBUG  NodeBiddingImpl::biddingIsNeeded: sliceRequested.getVirtualnodeList().size(): 7
55378 DEBUG  NodeBiddingImpl::biddingIsNeeded: _bidVectorMap.get(sliceID).size(): 7
55378 DEBUG  NodeBiddingImpl::biddingIsNeeded: currentBids: 1
55378 DEBUG  NodeBiddingImpl::biddingIsNeeded: sliceRequested.getVirtualnodeList().size(): 7
55379 DEBUG  NodeBiddingImpl::biddingIsNeeded: vnode: vNodeId: 1
vNodeCapacity: 10
tempCapacity: 10
55379 DEBUG  NodeBiddingImpl::biddingIsNeeded: get_nodeStressBeforeThisSliceRequest(): 10.01
55379 DEBUG  NodeBiddingImpl::biddingIsNeeded: get_targetNodeCapacity: 100.0
55379 DEBUG  NodeBiddingImpl::nodeBidding: bidisNeeded AFTER: true
55379 DEBUG  NodeBiddingImpl::nodeBidding: m BEFORE overbidAttempt: [0]
55379 DEBUG  NodeBiddingImpl::overbidAttempt: START ======================
55379 DEBUG  PnodeUtil::computeUtility: this.utility: residual_node_capacity
55379 DEBUG  Pnode::computeUtility1: currentCapacity_S :10.01
55379 DEBUG  Pnode::computeUtility1: vnodeCapacity :10.0
55380 DEBUG  Pnode::computeUtility1: utility = (T - currentCapacity_S)/T  = 0.4997501249375312
55380 DEBUG  NodeBiddingImpl::overbidAttempt: trying to bid on vnode with id: 0
55380 DEBUG  NodeBiddingImpl::overbidAttempt: b_ij: 0.8998999999999999
55380 DEBUG  hij: 0.4997501249375312
55380 DEBUG  PnodeUtil::computeUtility: this.utility: residual_node_capacity
55380 DEBUG  Pnode::computeUtility1: currentCapacity_S :10.01
55380 DEBUG  Pnode::computeUtility1: vnodeCapacity :10.0
55380 DEBUG  Pnode::computeUtility1: utility = (T - currentCapacity_S)/T  = 0.4997501249375312
55381 DEBUG  NodeBiddingImpl::overbidAttempt: trying to bid on vnode with id: 1
55381 DEBUG  NodeBiddingImpl::overbidAttempt: b_ij: 0.0
55381 DEBUG  hij: 0.4997501249375312
55381 DEBUG  NodeBiddingImpl::overbidAttempt END: bid is possible ======================
55381 DEBUG  NodeBiddingImpl::nodeBidding: existsJ AFTER overbidAttempt : true
55381 DEBUG  NodeBiddingImpl::nodeBidding: BEFORE BIDDING eta : -1
55381 DEBUG  NodeBiddingImpl::nodeBidding: BEFORE BIDDING Uij : 4.9E-324
55381 DEBUG  NodeBiddingImpl::computeEta: START ====================
55382 DEBUG  NodeBiddingImpl::computeEta: m: [0]
55382 DEBUG  NodeBiddingImpl::computeEta: m.size: 1
55382 DEBUG  NodeBiddingImpl::computeEta: b: [0.8998999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
55382 DEBUG  NodeBiddingImpl::computeEta: b.size: 7
55382 DEBUG  NodeBiddingImpl::computeEta: vnodeInBundle: 0
55382 DEBUG  NodeBiddingImpl::computeEta: vNodesToExclude: [0]
55382 DEBUG  NodeBiddingImpl::computeEta: FINAL vNodesToExclude: [0]
55382 DEBUG  Pnode::computeUtility1 with m: m = [0]
55383 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55383 DEBUG  Pnode::computeUtility1 vnodeInBundle  = 0
55383 DEBUG  Pnode::computeUtility1 tempCapacity  = 10
55383 DEBUG  Pnode::computeUtility1 currentCapacity  = 10.0
55383 DEBUG  Pnode::computeUtility1 with m: utility = 0.6999000000000001
55383 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.6999000000000001
55383 DEBUG  Pnode::computeUtility1 with m: m = [0]
55383 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55383 DEBUG  Pnode::computeUtility1 vnodeInBundle  = 0
55384 DEBUG  Pnode::computeUtility1 tempCapacity  = 10
55384 DEBUG  Pnode::computeUtility1 currentCapacity  = 10.0
55384 DEBUG  Pnode::computeUtility1 with m: utility = 0.6999000000000001
55384 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.6999000000000001
55384 DEBUG  Pnode::computeUtility1 with m: m = [0]
55384 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
55384 DEBUG  Pnode::computeUtility1 vnodeInBundle  = 0
55384 DEBUG  Pnode::computeUtility1 tempCapacity  = 10
55384 DEBUG  Pnode::computeUtility1 currentCapacity  = 10.0
55385 DEBUG  Pnode::computeUtility1 with m: utility = 0.6999000000000001
55385 DEBUG  NodeBiddingImpl::computeEta: temp_Uij: 0.6999000000000001
55385 DEBUG  Pnode::computeUtility1 with m: m = [0]
55385 DEBUG  Pnode::computeUtility1 targetCapacity_T  = 100.0
